,success,trial_type,trial_index,time_elapsed,internal_node_id,rt,stimulus,response,trial_id,trial_duration,view_history,exp_stage,block_num,stimulus_duration,cue,stim_number,task,task_condition,cue_condition,condition,current_trial,correct_response,CTI,choices,correct_trial,ITIParams,current_question,current_key_answer,exp_id,attention_check_percent
629,,html-keyboard-response,629,351196,0.0-3.1-268.1,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,
630,,html-keyboard-response,630,351352,0.0-3.1-269.1,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Magnitude</div>
    </div>
    <div class=""lowerbox"">
      <div class=""fixation"">+</div>
    </div>
  ",,test_cue,150.0,,test,1.0,150.0,Magnitude,4.0,magnitude,stay,stay,task_stay_cue_stay,53.0,.,150.0,,,,,,,
631,,html-keyboard-response,631,352859,0.0-3.1-270.1,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Magnitude</div>
    </div>
    <div class=""lowerbox"">
      <div class=""gng_number"">
        <div class=""cue-text""><img class = center src='/static/experiments/cued_task_switching_rdoc/images/4.png'></img></div>
      </div>
    </div>
  ",,test_trial,1500.0,,test,1.0,1000.0,Magnitude,4.0,magnitude,stay,stay,task_stay_cue_stay,53.0,.,150.0,"[',', '.']",0,,,,,
632,,html-keyboard-response,632,353295,0.0-3.1-271.1,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_ITI,433.2400760293725,,test,1.0,433.2400760293725,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
633,,call-function,633,353296,0.0-3.1-272.1,,,,set_stims,,,,,,,,,,,,,,,,,,,,,
634,,html-keyboard-response,634,353799,0.0-3.1-273.1,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,
635,,html-keyboard-response,635,353955,0.0-3.1-274.1,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Even-Odd</div>
    </div>
    <div class=""lowerbox"">
      <div class=""fixation"">+</div>
    </div>
  ",,test_cue,150.0,,test,1.0,150.0,Even-Odd,2.0,parity,switch,switch,task_switch_cue_switch,54.0,",",150.0,,,,,,,
636,,html-keyboard-response,636,355462,0.0-3.1-275.1,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Even-Odd</div>
    </div>
    <div class=""lowerbox"">
      <div class=""gng_number"">
        <div class=""cue-text""><img class = center src='/static/experiments/cued_task_switching_rdoc/images/2.png'></img></div>
      </div>
    </div>
  ",,test_trial,1500.0,,test,1.0,1000.0,Even-Odd,2.0,parity,switch,switch,task_switch_cue_switch,54.0,",",150.0,"[',', '.']",0,,,,,
637,,html-keyboard-response,637,356537,0.0-3.1-276.1,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_ITI,1068.0729631719341,,test,1.0,1068.0729631719341,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
638,,call-function,638,356537,0.0-3.1-277.1,,,,set_stims,,,,,,,,,,,,,,,,,,,,,
639,,html-keyboard-response,639,357043,0.0-3.1-278.1,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,
640,,html-keyboard-response,640,357195,0.0-3.1-279.1,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">High-Low</div>
    </div>
    <div class=""lowerbox"">
      <div class=""fixation"">+</div>
    </div>
  ",,test_cue,150.0,,test,1.0,150.0,High-Low,2.0,magnitude,switch,switch,task_switch_cue_switch,55.0,.,150.0,,,,,,,
641,,html-keyboard-response,641,358702,0.0-3.1-280.1,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">High-Low</div>
    </div>
    <div class=""lowerbox"">
      <div class=""gng_number"">
        <div class=""cue-text""><img class = center src='/static/experiments/cued_task_switching_rdoc/images/2.png'></img></div>
      </div>
    </div>
  ",,test_trial,1500.0,,test,1.0,1000.0,High-Low,2.0,magnitude,switch,switch,task_switch_cue_switch,55.0,.,150.0,"[',', '.']",0,,,,,
642,,html-keyboard-response,642,359173,0.0-3.1-281.1,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_ITI,464.6789057816078,,test,1.0,464.6789057816078,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
643,,call-function,643,359174,0.0-3.1-282.1,,,,set_stims,,,,,,,,,,,,,,,,,,,,,
644,,html-keyboard-response,644,359677,0.0-3.1-283.1,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,
645,,html-keyboard-response,645,359834,0.0-3.1-284.1,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Parity</div>
    </div>
    <div class=""lowerbox"">
      <div class=""fixation"">+</div>
    </div>
  ",,test_cue,150.0,,test,1.0,150.0,Parity,1.0,parity,switch,switch,task_switch_cue_switch,56.0,.,150.0,,,,,,,
646,,html-keyboard-response,646,361336,0.0-3.1-285.1,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Parity</div>
    </div>
    <div class=""lowerbox"">
      <div class=""gng_number"">
        <div class=""cue-text""><img class = center src='/static/experiments/cued_task_switching_rdoc/images/1.png'></img></div>
      </div>
    </div>
  ",,test_trial,1500.0,,test,1.0,1000.0,Parity,1.0,parity,switch,switch,task_switch_cue_switch,56.0,.,150.0,"[',', '.']",0,,,,,
647,,html-keyboard-response,647,361758,0.0-3.1-286.1,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_ITI,415.85164746118556,,test,1.0,415.85164746118556,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
648,,call-function,648,361758,0.0-3.1-287.1,,,,set_stims,,,,,,,,,,,,,,,,,,,,,
649,,html-keyboard-response,649,362261,0.0-3.1-288.1,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,
650,,html-keyboard-response,650,362417,0.0-3.1-289.1,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Even-Odd</div>
    </div>
    <div class=""lowerbox"">
      <div class=""fixation"">+</div>
    </div>
  ",,test_cue,150.0,,test,1.0,150.0,Even-Odd,4.0,parity,stay,switch,task_stay_cue_switch,57.0,",",150.0,,,,,,,
651,,html-keyboard-response,651,363925,0.0-3.1-290.1,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Even-Odd</div>
    </div>
    <div class=""lowerbox"">
      <div class=""gng_number"">
        <div class=""cue-text""><img class = center src='/static/experiments/cued_task_switching_rdoc/images/4.png'></img></div>
      </div>
    </div>
  ",,test_trial,1500.0,,test,1.0,1000.0,Even-Odd,4.0,parity,stay,switch,task_stay_cue_switch,57.0,",",150.0,"[',', '.']",0,,,,,
652,,html-keyboard-response,652,364154,0.0-3.1-291.1,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_ITI,226.9130413624821,,test,1.0,226.9130413624821,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
653,,call-function,653,364155,0.0-3.1-292.1,,,,set_stims,,,,,,,,,,,,,,,,,,,,,
654,,html-keyboard-response,654,364656,0.0-3.1-293.1,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,
655,,html-keyboard-response,655,364812,0.0-3.1-294.1,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">High-Low</div>
    </div>
    <div class=""lowerbox"">
      <div class=""fixation"">+</div>
    </div>
  ",,test_cue,150.0,,test,1.0,150.0,High-Low,7.0,magnitude,switch,switch,task_switch_cue_switch,58.0,",",150.0,,,,,,,
656,,html-keyboard-response,656,366319,0.0-3.1-295.1,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">High-Low</div>
    </div>
    <div class=""lowerbox"">
      <div class=""gng_number"">
        <div class=""cue-text""><img class = center src='/static/experiments/cued_task_switching_rdoc/images/7.png'></img></div>
      </div>
    </div>
  ",,test_trial,1500.0,,test,1.0,1000.0,High-Low,7.0,magnitude,switch,switch,task_switch_cue_switch,58.0,",",150.0,"[',', '.']",0,,,,,
657,,html-keyboard-response,657,367298,0.0-3.1-296.1,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_ITI,974.9657288500375,,test,1.0,974.9657288500375,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
658,,call-function,658,367298,0.0-3.1-297.1,,,,set_stims,,,,,,,,,,,,,,,,,,,,,
659,,html-keyboard-response,659,367803,0.0-3.1-298.1,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,
660,,html-keyboard-response,660,367959,0.0-3.1-299.1,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Even-Odd</div>
    </div>
    <div class=""lowerbox"">
      <div class=""fixation"">+</div>
    </div>
  ",,test_cue,150.0,,test,1.0,150.0,Even-Odd,1.0,parity,switch,switch,task_switch_cue_switch,59.0,.,150.0,,,,,,,
661,,html-keyboard-response,661,369463,0.0-3.1-300.1,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Even-Odd</div>
    </div>
    <div class=""lowerbox"">
      <div class=""gng_number"">
        <div class=""cue-text""><img class = center src='/static/experiments/cued_task_switching_rdoc/images/1.png'></img></div>
      </div>
    </div>
  ",,test_trial,1500.0,,test,1.0,1000.0,Even-Odd,1.0,parity,switch,switch,task_switch_cue_switch,59.0,.,150.0,"[',', '.']",0,,,,,
662,,html-keyboard-response,662,369598,0.0-3.1-301.1,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_ITI,128.2828260235667,,test,1.0,128.2828260235667,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
663,,call-function,663,369598,0.0-3.1-302.1,,,,set_stims,,,,,,,,,,,,,,,,,,,,,
664,,html-keyboard-response,664,370100,0.0-3.1-303.1,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,
665,,html-keyboard-response,665,370257,0.0-3.1-304.1,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">High-Low</div>
    </div>
    <div class=""lowerbox"">
      <div class=""fixation"">+</div>
    </div>
  ",,test_cue,150.0,,test,1.0,150.0,High-Low,4.0,magnitude,switch,switch,task_switch_cue_switch,60.0,.,150.0,,,,,,,
666,,html-keyboard-response,666,371765,0.0-3.1-305.1,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">High-Low</div>
    </div>
    <div class=""lowerbox"">
      <div class=""gng_number"">
        <div class=""cue-text""><img class = center src='/static/experiments/cued_task_switching_rdoc/images/4.png'></img></div>
      </div>
    </div>
  ",,test_trial,1500.0,,test,1.0,1000.0,High-Low,4.0,magnitude,switch,switch,task_switch_cue_switch,60.0,.,150.0,"[',', '.']",0,,,,,
667,,html-keyboard-response,667,373780,0.0-3.1-306.1,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_ITI,2012.4040558867039,,test,1.0,2012.4040558867039,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
668,,call-function,668,373781,0.0-3.1-307.1,,,,set_stims,,,,,,,,,,,,,,,,,,,,,
669,,html-keyboard-response,669,374285,0.0-3.1-308.1,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,
670,,html-keyboard-response,670,374442,0.0-3.1-309.1,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Even-Odd</div>
    </div>
    <div class=""lowerbox"">
      <div class=""fixation"">+</div>
    </div>
  ",,test_cue,150.0,,test,1.0,150.0,Even-Odd,1.0,parity,switch,switch,task_switch_cue_switch,61.0,.,150.0,,,,,,,
671,,html-keyboard-response,671,375945,0.0-3.1-310.1,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Even-Odd</div>
    </div>
    <div class=""lowerbox"">
      <div class=""gng_number"">
        <div class=""cue-text""><img class = center src='/static/experiments/cued_task_switching_rdoc/images/1.png'></img></div>
      </div>
    </div>
  ",,test_trial,1500.0,,test,1.0,1000.0,Even-Odd,1.0,parity,switch,switch,task_switch_cue_switch,61.0,.,150.0,"[',', '.']",0,,,,,
672,,html-keyboard-response,672,376246,0.0-3.1-311.1,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_ITI,294.56527098227696,,test,1.0,294.56527098227696,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
673,,call-function,673,376246,0.0-3.1-312.1,,,,set_stims,,,,,,,,,,,,,,,,,,,,,
674,,html-keyboard-response,674,376749,0.0-3.1-313.1,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,
675,,html-keyboard-response,675,376906,0.0-3.1-314.1,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Even-Odd</div>
    </div>
    <div class=""lowerbox"">
      <div class=""fixation"">+</div>
    </div>
  ",,test_cue,150.0,,test,1.0,150.0,Even-Odd,9.0,parity,stay,stay,task_stay_cue_stay,62.0,.,150.0,,,,,,,
676,,html-keyboard-response,676,378413,0.0-3.1-315.1,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Even-Odd</div>
    </div>
    <div class=""lowerbox"">
      <div class=""gng_number"">
        <div class=""cue-text""><img class = center src='/static/experiments/cued_task_switching_rdoc/images/9.png'></img></div>
      </div>
    </div>
  ",,test_trial,1500.0,,test,1.0,1000.0,Even-Odd,9.0,parity,stay,stay,task_stay_cue_stay,62.0,.,150.0,"[',', '.']",0,,,,,
677,,html-keyboard-response,677,378722,0.0-3.1-316.1,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_ITI,303.9853146476246,,test,1.0,303.9853146476246,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
678,,call-function,678,378723,0.0-3.1-317.1,,,,set_stims,,,,,,,,,,,,,,,,,,,,,
679,,html-keyboard-response,679,379224,0.0-3.1-318.1,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,
680,,html-keyboard-response,680,379379,0.0-3.1-319.1,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Magnitude</div>
    </div>
    <div class=""lowerbox"">
      <div class=""fixation"">+</div>
    </div>
  ",,test_cue,150.0,,test,1.0,150.0,Magnitude,7.0,magnitude,switch,switch,task_switch_cue_switch,63.0,",",150.0,,,,,,,
681,,html-keyboard-response,681,380883,0.0-3.1-320.1,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Magnitude</div>
    </div>
    <div class=""lowerbox"">
      <div class=""gng_number"">
        <div class=""cue-text""><img class = center src='/static/experiments/cued_task_switching_rdoc/images/7.png'></img></div>
      </div>
    </div>
  ",,test_trial,1500.0,,test,1.0,1000.0,Magnitude,7.0,magnitude,switch,switch,task_switch_cue_switch,63.0,",",150.0,"[',', '.']",0,,,,,
682,,html-keyboard-response,682,382855,0.0-3.1-321.1,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_ITI,1967.0291780429654,,test,1.0,1967.0291780429654,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
683,,call-function,683,382855,0.0-3.1-322.1,,,,set_stims,,,,,,,,,,,,,,,,,,,,,
684,,html-keyboard-response,684,383361,0.0-3.1-323.1,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,
685,,html-keyboard-response,685,383518,0.0-3.1-324.1,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Even-Odd</div>
    </div>
    <div class=""lowerbox"">
      <div class=""fixation"">+</div>
    </div>
  ",,test_cue,150.0,,test,1.0,150.0,Even-Odd,3.0,parity,switch,switch,task_switch_cue_switch,64.0,.,150.0,,,,,,,
686,,html-keyboard-response,686,385020,0.0-3.1-325.1,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Even-Odd</div>
    </div>
    <div class=""lowerbox"">
      <div class=""gng_number"">
        <div class=""cue-text""><img class = center src='/static/experiments/cued_task_switching_rdoc/images/3.png'></img></div>
      </div>
    </div>
  ",,test_trial,1500.0,,test,1.0,1000.0,Even-Odd,3.0,parity,switch,switch,task_switch_cue_switch,64.0,.,150.0,"[',', '.']",0,,,,,
687,,html-keyboard-response,687,385422,0.0-3.1-326.1,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_ITI,396.39635003612494,,test,1.0,396.39635003612494,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
688,,html-keyboard-response,688,391541,0.0-3.2-0.2,6117.0,"<div class = bigbox><div class = picture_box><p class = block-text>
    <div class = centerbox><p class = block-text>Please take this time to read your feedback! This screen will advance automatically in 1 minute.</p><p class=block-text>You have completed 2 out of 3 blocks of trials.</p>
          <p class=""block-text"">Your accuracy is low. Remember:</p>
          
  <ul style=""text-align:left"">
    <li>Cue ""Parity"" or ""Even-Odd"": index finger if even and middle finger if odd.</li>
    <li>Cue ""Magnitude"" or ""High-Low"": index finger if >5 and middle finger if <5.</li>
  </ul>

        
          <p class=""block-text"">You have been responding too slowly.</p>
          
  <p class=""block-text"">
    Try to respond as quickly and accurately as possible.
  </p>

        
          <p class=""block-text"">You have not been responding to some trials. Please respond on every trial that requires a response.</p>
        <p class=block-text>Press <i>enter</i> to continue.</p></div>
    </font></p></div></div>",enter,test_feedback,60000.0,,test,2.0,,,,,,,,,,,,,,,,,
689,,html-keyboard-response,689,392955,0.0-3.2-1.2-0.2,1413.0,,q,test_attention_check,,,test,2.0,,,,,,,,,,,,True,,<p class='block-text'>Press the Q key</p> <div class=block-text>This screen will advance automatically in 1 minute.</div>,81.0,,
690,,call-function,690,392955,0.0-3.2-2.2,,,,set_stims,,,,,,,,,,,,,,,,,,,,,
691,,html-keyboard-response,691,393457,0.0-3.2-3.2,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,,,,,
692,,html-keyboard-response,692,393612,0.0-3.2-4.2,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">High-Low</div>
    </div>
    <div class=""lowerbox"">
      <div class=""fixation"">+</div>
    </div>
  ",,test_cue,150.0,,test,2.0,150.0,High-Low,6.0,magnitude,na,na,task_na_cue_na,0.0,",",150.0,,,,,,,
693,,html-keyboard-response,693,395120,0.0-3.2-5.2,777.0,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">High-Low</div>
    </div>
    <div class=""lowerbox"">
      <div class=""gng_number"">
        <div class=""cue-text""><img class = center src='/static/experiments/cued_task_switching_rdoc/images/6.png'></img></div>
      </div>
    </div>
  ",.,test_trial,1500.0,,test,2.0,1000.0,High-Low,6.0,magnitude,na,na,task_na_cue_na,0.0,",",150.0,"[',', '.']",0,,,,,
