,success,trial_type,trial_index,time_elapsed,internal_node_id,rt,stimulus,response,trial_id,trial_duration,view_history,exp_stage,block_num,stimulus_duration,cue,stim_number,task,task_condition,cue_condition,current_trial,correct_response,CTI,choices,correct_trial,ITIParams,attention_check_question,current_key_answer,exp_id,attention_check_percent
600,,html-keyboard-response,600,371618,0.0-3.1-239.1,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">High-Low</div>
    </div>
    <div class=""lowerbox"">
      <div class=""fixation"">+</div>
    </div>
  ",,test_cue,150.0,,test,1.0,150.0,High-Low,2.0,magnitude,stay,stay,47.0,.,150.0,,,,,,,
601,,html-keyboard-response,601,373126,0.0-3.1-240.1,577.0,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">High-Low</div>
    </div>
    <div class=""lowerbox"">
      <div class=""gng_number"">
        <div class=""cue-text""><img class = center src='/static/experiments/cued_task_switching_rdoc/images/2.png'></img></div>
      </div>
    </div>
  ",.,test_trial,1500.0,,test,1.0,1000.0,High-Low,2.0,magnitude,stay,stay,47.0,.,150.0,"[',', '.']",1.0,,,,,
602,,html-keyboard-response,602,373568,0.0-3.1-241.1,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_ITI,439.84855763683674,,test,1.0,439.84855763683674,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
603,,call-function,603,373568,0.0-3.1-242.1,,,,set_stims,,,,,,,,,,,,,,,,,,,,
604,,html-keyboard-response,604,374075,0.0-3.1-243.1,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,
605,,html-keyboard-response,605,374231,0.0-3.1-244.1,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Even-Odd</div>
    </div>
    <div class=""lowerbox"">
      <div class=""fixation"">+</div>
    </div>
  ",,test_cue,150.0,,test,1.0,150.0,Even-Odd,4.0,parity,switch,switch,48.0,",",150.0,,,,,,,
606,,html-keyboard-response,606,375737,0.0-3.1-245.1,562.0,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Even-Odd</div>
    </div>
    <div class=""lowerbox"">
      <div class=""gng_number"">
        <div class=""cue-text""><img class = center src='/static/experiments/cued_task_switching_rdoc/images/4.png'></img></div>
      </div>
    </div>
  ",",",test_trial,1500.0,,test,1.0,1000.0,Even-Odd,4.0,parity,switch,switch,48.0,",",150.0,"[',', '.']",1.0,,,,,
607,,html-keyboard-response,607,376263,0.0-3.1-246.1,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_ITI,519.5845189550225,,test,1.0,519.5845189550225,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
608,,call-function,608,376263,0.0-3.1-247.1,,,,set_stims,,,,,,,,,,,,,,,,,,,,
609,,html-keyboard-response,609,376769,0.0-3.1-248.1,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,
610,,html-keyboard-response,610,376925,0.0-3.1-249.1,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Parity</div>
    </div>
    <div class=""lowerbox"">
      <div class=""fixation"">+</div>
    </div>
  ",,test_cue,150.0,,test,1.0,150.0,Parity,8.0,parity,stay,switch,49.0,",",150.0,,,,,,,
611,,html-keyboard-response,611,378434,0.0-3.1-250.1,950.0,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Parity</div>
    </div>
    <div class=""lowerbox"">
      <div class=""gng_number"">
        <div class=""cue-text""><img class = center src='/static/experiments/cued_task_switching_rdoc/images/8.png'></img></div>
      </div>
    </div>
  ",",",test_trial,1500.0,,test,1.0,1000.0,Parity,8.0,parity,stay,switch,49.0,",",150.0,"[',', '.']",1.0,,,,,
612,,html-keyboard-response,612,379029,0.0-3.1-251.1,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_ITI,589.501572439121,,test,1.0,589.501572439121,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
613,,call-function,613,379030,0.0-3.1-252.1,,,,set_stims,,,,,,,,,,,,,,,,,,,,
614,,html-keyboard-response,614,379532,0.0-3.1-253.1,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,
615,,html-keyboard-response,615,379689,0.0-3.1-254.1,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">High-Low</div>
    </div>
    <div class=""lowerbox"">
      <div class=""fixation"">+</div>
    </div>
  ",,test_cue,150.0,,test,1.0,150.0,High-Low,7.0,magnitude,switch,switch,50.0,",",150.0,,,,,,,
616,,html-keyboard-response,616,381197,0.0-3.1-255.1,614.0,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">High-Low</div>
    </div>
    <div class=""lowerbox"">
      <div class=""gng_number"">
        <div class=""cue-text""><img class = center src='/static/experiments/cued_task_switching_rdoc/images/7.png'></img></div>
      </div>
    </div>
  ",.,test_trial,1500.0,,test,1.0,1000.0,High-Low,7.0,magnitude,switch,switch,50.0,",",150.0,"[',', '.']",0.0,,,,,
617,,html-keyboard-response,617,381254,0.0-3.1-256.1,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_ITI,52.72164093089845,,test,1.0,52.72164093089845,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
618,,call-function,618,381255,0.0-3.1-257.1,,,,set_stims,,,,,,,,,,,,,,,,,,,,
619,,html-keyboard-response,619,381757,0.0-3.1-258.1,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,
620,,html-keyboard-response,620,381914,0.0-3.1-259.1,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Parity</div>
    </div>
    <div class=""lowerbox"">
      <div class=""fixation"">+</div>
    </div>
  ",,test_cue,150.0,,test,1.0,150.0,Parity,7.0,parity,switch,switch,51.0,.,150.0,,,,,,,
621,,html-keyboard-response,621,383420,0.0-3.1-260.1,713.0,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Parity</div>
    </div>
    <div class=""lowerbox"">
      <div class=""gng_number"">
        <div class=""cue-text""><img class = center src='/static/experiments/cued_task_switching_rdoc/images/7.png'></img></div>
      </div>
    </div>
  ",",",test_trial,1500.0,,test,1.0,1000.0,Parity,7.0,parity,switch,switch,51.0,.,150.0,"[',', '.']",0.0,,,,,
622,,html-keyboard-response,622,384084,0.0-3.1-261.1,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_ITI,661.9979246622725,,test,1.0,661.9979246622725,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
623,,call-function,623,384085,0.0-3.1-262.1,,,,set_stims,,,,,,,,,,,,,,,,,,,,
624,,html-keyboard-response,624,384590,0.0-3.1-263.1,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,
625,,html-keyboard-response,625,384747,0.0-3.1-264.1,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Even-Odd</div>
    </div>
    <div class=""lowerbox"">
      <div class=""fixation"">+</div>
    </div>
  ",,test_cue,150.0,,test,1.0,150.0,Even-Odd,6.0,parity,stay,switch,52.0,",",150.0,,,,,,,
626,,html-keyboard-response,626,386250,0.0-3.1-265.1,592.0,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Even-Odd</div>
    </div>
    <div class=""lowerbox"">
      <div class=""gng_number"">
        <div class=""cue-text""><img class = center src='/static/experiments/cued_task_switching_rdoc/images/6.png'></img></div>
      </div>
    </div>
  ",.,test_trial,1500.0,,test,1.0,1000.0,Even-Odd,6.0,parity,stay,switch,52.0,",",150.0,"[',', '.']",0.0,,,,,
627,,html-keyboard-response,627,386445,0.0-3.1-266.1,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_ITI,189.0721514324437,,test,1.0,189.0721514324437,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
628,,call-function,628,386445,0.0-3.1-267.1,,,,set_stims,,,,,,,,,,,,,,,,,,,,
629,,html-keyboard-response,629,386947,0.0-3.1-268.1,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,
630,,html-keyboard-response,630,387104,0.0-3.1-269.1,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Magnitude</div>
    </div>
    <div class=""lowerbox"">
      <div class=""fixation"">+</div>
    </div>
  ",,test_cue,150.0,,test,1.0,150.0,Magnitude,3.0,magnitude,switch,switch,53.0,.,150.0,,,,,,,
631,,html-keyboard-response,631,388611,0.0-3.1-270.1,619.0,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Magnitude</div>
    </div>
    <div class=""lowerbox"">
      <div class=""gng_number"">
        <div class=""cue-text""><img class = center src='/static/experiments/cued_task_switching_rdoc/images/3.png'></img></div>
      </div>
    </div>
  ",.,test_trial,1500.0,,test,1.0,1000.0,Magnitude,3.0,magnitude,switch,switch,53.0,.,150.0,"[',', '.']",1.0,,,,,
632,,html-keyboard-response,632,388669,0.0-3.1-271.1,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_ITI,55.180805512162394,,test,1.0,55.180805512162394,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
633,,call-function,633,388670,0.0-3.1-272.1,,,,set_stims,,,,,,,,,,,,,,,,,,,,
634,,html-keyboard-response,634,389173,0.0-3.1-273.1,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,
635,,html-keyboard-response,635,389329,0.0-3.1-274.1,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Parity</div>
    </div>
    <div class=""lowerbox"">
      <div class=""fixation"">+</div>
    </div>
  ",,test_cue,150.0,,test,1.0,150.0,Parity,3.0,parity,switch,switch,54.0,.,150.0,,,,,,,
636,,html-keyboard-response,636,390837,0.0-3.1-275.1,618.0,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Parity</div>
    </div>
    <div class=""lowerbox"">
      <div class=""gng_number"">
        <div class=""cue-text""><img class = center src='/static/experiments/cued_task_switching_rdoc/images/3.png'></img></div>
      </div>
    </div>
  ",.,test_trial,1500.0,,test,1.0,1000.0,Parity,3.0,parity,switch,switch,54.0,.,150.0,"[',', '.']",1.0,,,,,
637,,html-keyboard-response,637,390980,0.0-3.1-276.1,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_ITI,136.67762265388734,,test,1.0,136.67762265388734,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
638,,call-function,638,390980,0.0-3.1-277.1,,,,set_stims,,,,,,,,,,,,,,,,,,,,
639,,html-keyboard-response,639,391485,0.0-3.1-278.1,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,
640,,html-keyboard-response,640,391642,0.0-3.1-279.1,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Even-Odd</div>
    </div>
    <div class=""lowerbox"">
      <div class=""fixation"">+</div>
    </div>
  ",,test_cue,150.0,,test,1.0,150.0,Even-Odd,3.0,parity,stay,switch,55.0,.,150.0,,,,,,,
641,,html-keyboard-response,641,393150,0.0-3.1-280.1,625.0,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Even-Odd</div>
    </div>
    <div class=""lowerbox"">
      <div class=""gng_number"">
        <div class=""cue-text""><img class = center src='/static/experiments/cued_task_switching_rdoc/images/3.png'></img></div>
      </div>
    </div>
  ",.,test_trial,1500.0,,test,1.0,1000.0,Even-Odd,3.0,parity,stay,switch,55.0,.,150.0,"[',', '.']",1.0,,,,,
642,,html-keyboard-response,642,393702,0.0-3.1-281.1,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_ITI,547.5961848398605,,test,1.0,547.5961848398605,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
643,,call-function,643,393702,0.0-3.1-282.1,,,,set_stims,,,,,,,,,,,,,,,,,,,,
644,,html-keyboard-response,644,394205,0.0-3.1-283.1,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,
645,,html-keyboard-response,645,394362,0.0-3.1-284.1,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">High-Low</div>
    </div>
    <div class=""lowerbox"">
      <div class=""fixation"">+</div>
    </div>
  ",,test_cue,150.0,,test,1.0,150.0,High-Low,3.0,magnitude,switch,switch,56.0,.,150.0,,,,,,,
646,,html-keyboard-response,646,395870,0.0-3.1-285.1,815.0,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">High-Low</div>
    </div>
    <div class=""lowerbox"">
      <div class=""gng_number"">
        <div class=""cue-text""><img class = center src='/static/experiments/cued_task_switching_rdoc/images/3.png'></img></div>
      </div>
    </div>
  ",",",test_trial,1500.0,,test,1.0,1000.0,High-Low,3.0,magnitude,switch,switch,56.0,.,150.0,"[',', '.']",0.0,,,,,
647,,html-keyboard-response,647,396781,0.0-3.1-286.1,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_ITI,904.252744406192,,test,1.0,904.252744406192,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
648,,call-function,648,396781,0.0-3.1-287.1,,,,set_stims,,,,,,,,,,,,,,,,,,,,
649,,html-keyboard-response,649,397286,0.0-3.1-288.1,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,
650,,html-keyboard-response,650,397443,0.0-3.1-289.1,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Even-Odd</div>
    </div>
    <div class=""lowerbox"">
      <div class=""fixation"">+</div>
    </div>
  ",,test_cue,150.0,,test,1.0,150.0,Even-Odd,4.0,parity,switch,switch,57.0,",",150.0,,,,,,,
651,,html-keyboard-response,651,398950,0.0-3.1-290.1,1010.0,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Even-Odd</div>
    </div>
    <div class=""lowerbox"">
      <div class=""gng_number"">
        <div class=""cue-text""><img class = center src='/static/experiments/cued_task_switching_rdoc/images/4.png'></img></div>
      </div>
    </div>
  ",.,test_trial,1500.0,,test,1.0,1000.0,Even-Odd,4.0,parity,switch,switch,57.0,",",150.0,"[',', '.']",0.0,,,,,
652,,html-keyboard-response,652,399264,0.0-3.1-291.1,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_ITI,307.8690570005304,,test,1.0,307.8690570005304,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
653,,call-function,653,399264,0.0-3.1-292.1,,,,set_stims,,,,,,,,,,,,,,,,,,,,
654,,html-keyboard-response,654,399765,0.0-3.1-293.1,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,
655,,html-keyboard-response,655,399922,0.0-3.1-294.1,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Parity</div>
    </div>
    <div class=""lowerbox"">
      <div class=""fixation"">+</div>
    </div>
  ",,test_cue,150.0,,test,1.0,150.0,Parity,3.0,parity,stay,switch,58.0,.,150.0,,,,,,,
656,,html-keyboard-response,656,401430,0.0-3.1-295.1,1172.0,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Parity</div>
    </div>
    <div class=""lowerbox"">
      <div class=""gng_number"">
        <div class=""cue-text""><img class = center src='/static/experiments/cued_task_switching_rdoc/images/3.png'></img></div>
      </div>
    </div>
  ",.,test_trial,1500.0,,test,1.0,1000.0,Parity,3.0,parity,stay,switch,58.0,.,150.0,"[',', '.']",1.0,,,,,
657,,html-keyboard-response,657,402252,0.0-3.1-296.1,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_ITI,816.3510293615153,,test,1.0,816.3510293615153,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
658,,call-function,658,402253,0.0-3.1-297.1,,,,set_stims,,,,,,,,,,,,,,,,,,,,
659,,html-keyboard-response,659,402755,0.0-3.1-298.1,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,
660,,html-keyboard-response,660,402913,0.0-3.1-299.1,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Parity</div>
    </div>
    <div class=""lowerbox"">
      <div class=""fixation"">+</div>
    </div>
  ",,test_cue,150.0,,test,1.0,150.0,Parity,8.0,parity,stay,stay,59.0,",",150.0,,,,,,,
661,,html-keyboard-response,661,404420,0.0-3.1-300.1,812.0,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Parity</div>
    </div>
    <div class=""lowerbox"">
      <div class=""gng_number"">
        <div class=""cue-text""><img class = center src='/static/experiments/cued_task_switching_rdoc/images/8.png'></img></div>
      </div>
    </div>
  ",",",test_trial,1500.0,,test,1.0,1000.0,Parity,8.0,parity,stay,stay,59.0,",",150.0,"[',', '.']",1.0,,,,,
662,,html-keyboard-response,662,404480,0.0-3.1-301.1,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_ITI,58.76279411413516,,test,1.0,58.76279411413516,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
663,,call-function,663,404480,0.0-3.1-302.1,,,,set_stims,,,,,,,,,,,,,,,,,,,,
664,,html-keyboard-response,664,404983,0.0-3.1-303.1,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,
665,,html-keyboard-response,665,405140,0.0-3.1-304.1,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Parity</div>
    </div>
    <div class=""lowerbox"">
      <div class=""fixation"">+</div>
    </div>
  ",,test_cue,150.0,,test,1.0,150.0,Parity,7.0,parity,stay,stay,60.0,.,150.0,,,,,,,
666,,html-keyboard-response,666,406647,0.0-3.1-305.1,1005.0,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Parity</div>
    </div>
    <div class=""lowerbox"">
      <div class=""gng_number"">
        <div class=""cue-text""><img class = center src='/static/experiments/cued_task_switching_rdoc/images/7.png'></img></div>
      </div>
    </div>
  ",.,test_trial,1500.0,,test,1.0,1000.0,Parity,7.0,parity,stay,stay,60.0,.,150.0,"[',', '.']",1.0,,,,,
667,,html-keyboard-response,667,406954,0.0-3.1-306.1,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_ITI,300.23685289501776,,test,1.0,300.23685289501776,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
668,,call-function,668,406954,0.0-3.1-307.1,,,,set_stims,,,,,,,,,,,,,,,,,,,,
669,,html-keyboard-response,669,407459,0.0-3.1-308.1,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,
670,,html-keyboard-response,670,407616,0.0-3.1-309.1,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Parity</div>
    </div>
    <div class=""lowerbox"">
      <div class=""fixation"">+</div>
    </div>
  ",,test_cue,150.0,,test,1.0,150.0,Parity,7.0,parity,stay,stay,61.0,.,150.0,,,,,,,
671,,html-keyboard-response,671,409124,0.0-3.1-310.1,606.0,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Parity</div>
    </div>
    <div class=""lowerbox"">
      <div class=""gng_number"">
        <div class=""cue-text""><img class = center src='/static/experiments/cued_task_switching_rdoc/images/7.png'></img></div>
      </div>
    </div>
  ",.,test_trial,1500.0,,test,1.0,1000.0,Parity,7.0,parity,stay,stay,61.0,.,150.0,"[',', '.']",1.0,,,,,
672,,html-keyboard-response,672,409868,0.0-3.1-311.1,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_ITI,737.3082124380647,,test,1.0,737.3082124380647,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
673,,call-function,673,409868,0.0-3.1-312.1,,,,set_stims,,,,,,,,,,,,,,,,,,,,
